id,created_at,screen_name,media
582964717683085312,Tue Mar 31 17:56:34 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964715808227328/photo/1
582964716202553344,Tue Mar 31 17:56:33 +0000 2015,softtaur,https://twitter.com/uncooldana/status/582964690378207232/photo/1
582964715808227328,Tue Mar 31 17:56:33 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964715808227328/photo/1
582964709101572097,Tue Mar 31 17:56:32 +0000 2015,naturepvnk,https://twitter.com/PastelLesbian/status/582959027593834496/photo/1
582964708422094848,Tue Mar 31 17:56:32 +0000 2015,yourkittyness,https://twitter.com/aurosan/status/582925851806834688/photo/1
582964701056929792,Tue Mar 31 17:56:30 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964691250651136/photo/1
582964697990848514,Tue Mar 31 17:56:29 +0000 2015,series011,https://twitter.com/dkcel/status/582964691250651136/photo/1
582964695516258304,Tue Mar 31 17:56:29 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964691250651136/photo/1
582964693263867906,Tue Mar 31 17:56:28 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964691250651136/photo/1
582964691250651136,Tue Mar 31 17:56:28 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964691250651136/photo/1
582964690378207232,Tue Mar 31 17:56:27 +0000 2015,uncooldana,https://twitter.com/uncooldana/status/582964690378207232/photo/1
582964688364965891,Tue Mar 31 17:56:27 +0000 2015,redshiftzero,https://twitter.com/jesuslovesdinos/status/582915736160612352/photo/1
582964687022776323,Tue Mar 31 17:56:27 +0000 2015,HayleyWill_rps,https://twitter.com/ShxtToRemember/status/582959461536514049/photo/1
582964686146113537,Tue Mar 31 17:56:26 +0000 2015,metamish,https://twitter.com/CaitlinTAwesome/status/582963337740288002/photo/1
582964675203219456,Tue Mar 31 17:56:24 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964665665343488/photo/1
582964672766349315,Tue Mar 31 17:56:23 +0000 2015,series011,https://twitter.com/dkcel/status/582964665665343488/photo/1
582964670400765952,Tue Mar 31 17:56:23 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964665665343488/photo/1
582964667657662465,Tue Mar 31 17:56:22 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964665665343488/photo/1
582964665665343488,Tue Mar 31 17:56:21 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964665665343488/photo/1
582964643385208833,Tue Mar 31 17:56:16 +0000 2015,iAmQueenRo,https://twitter.com/dylandreilich/status/582948937910210560/photo/1
582964641933991936,Tue Mar 31 17:56:16 +0000 2015,queerdaysinSA,https://twitter.com/queerdaysinSA/status/582964641933991936/photo/1
582964639291580416,Tue Mar 31 17:56:15 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964639291580416/photo/1
582964636770783232,Tue Mar 31 17:56:15 +0000 2015,Colognerin,https://twitter.com/BathSpa_LGBTQ/status/582850181382709248/photo/1
582964622875107328,Tue Mar 31 17:56:11 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964613395906561/photo/1
582964621864226817,Tue Mar 31 17:56:11 +0000 2015,grosshoney,https://twitter.com/PastelLesbian/status/582959027593834496/photo/1
582964620274585600,Tue Mar 31 17:56:11 +0000 2015,series011,https://twitter.com/dkcel/status/582964613395906561/photo/1
582964617711919105,Tue Mar 31 17:56:10 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964613395906561/photo/1
582964617552465920,Tue Mar 31 17:56:10 +0000 2015,SwitchLains,https://twitter.com/pixts/status/582963487330189313/photo/1
582964615371468801,Tue Mar 31 17:56:09 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964613395906561/photo/1
582964613395906561,Tue Mar 31 17:56:09 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964613395906561/photo/1
582964612154417152,Tue Mar 31 17:56:09 +0000 2015,jessiecolterxxx,https://twitter.com/kinkdotcom/status/582960583093415936/photo/1
582964608492826625,Tue Mar 31 17:56:08 +0000 2015,pickmeaquarius,https://twitter.com/_agentnorth/status/582962917814992896/photo/1
582964601005977600,Tue Mar 31 17:56:06 +0000 2015,BecciShep,https://twitter.com/unburntBec/status/582964601005977600/photo/1
582964599634427906,Tue Mar 31 17:56:06 +0000 2015,DREWSXCVIII,https://twitter.com/pixts/status/582962049870888960/photo/1
582964598552289280,Tue Mar 31 17:56:05 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964589924638720/photo/1
582964596425777153,Tue Mar 31 17:56:05 +0000 2015,series011,https://twitter.com/dkcel/status/582964589924638720/photo/1
582964594064429057,Tue Mar 31 17:56:04 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964589924638720/photo/1
582964591874961408,Tue Mar 31 17:56:04 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964589924638720/photo/1
582964590222381057,Tue Mar 31 17:56:03 +0000 2015,RrobynneUK,https://twitter.com/CaitlinTAwesome/status/582963337740288002/photo/1
582964589924638720,Tue Mar 31 17:56:03 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964589924638720/photo/1
582964576213450752,Tue Mar 31 17:56:00 +0000 2015,dreamhardt,https://twitter.com/Idee_fixe_/status/582941534175232000/photo/1
582964574841896961,Tue Mar 31 17:56:00 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964565996101632/photo/1
582964572157513728,Tue Mar 31 17:55:59 +0000 2015,series011,https://twitter.com/dkcel/status/582964565996101632/photo/1
582964570605658112,Tue Mar 31 17:55:59 +0000 2015,cecilystockwell,https://twitter.com/moongaboon/status/582913461010698240/photo/1
582964569884225536,Tue Mar 31 17:55:59 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964565996101632/photo/1
582964567640272897,Tue Mar 31 17:55:58 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964565996101632/photo/1
582964565996101632,Tue Mar 31 17:55:58 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964565996101632/photo/1
582964556793778176,Tue Mar 31 17:55:55 +0000 2015,megnistismoving,https://twitter.com/megnist/status/582964556793778176/photo/1
582964553488662528,Tue Mar 31 17:55:55 +0000 2015,grosshoney,https://twitter.com/NlGHTSHADY/status/582962329295458304/photo/1
582964549785133056,Tue Mar 31 17:55:54 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964540792561665/photo/1
582964547457314816,Tue Mar 31 17:55:53 +0000 2015,series011,https://twitter.com/dkcel/status/582964540792561665/photo/1
582964545163026435,Tue Mar 31 17:55:53 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964540792561665/photo/1
582964542419951616,Tue Mar 31 17:55:52 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964540792561665/photo/1
582964540792561665,Tue Mar 31 17:55:52 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964540792561665/photo/1
582964528423530496,Tue Mar 31 17:55:49 +0000 2015,_enjorlas,https://twitter.com/mutantkxd/status/582950856233979904/photo/1
582964524032126976,Tue Mar 31 17:55:48 +0000 2015,GamestheBest,https://twitter.com/dkcel/status/582964511294038016/photo/1
582964521708441601,Tue Mar 31 17:55:47 +0000 2015,series011,https://twitter.com/dkcel/status/582964511294038016/photo/1
582964521213554688,Tue Mar 31 17:55:47 +0000 2015,frejjjaaa,https://twitter.com/frenchdinosaurs/status/582921176214855680/photo/1
582964516121665536,Tue Mar 31 17:55:46 +0000 2015,gamesthebest01,https://twitter.com/dkcel/status/582964511294038016/photo/1
582964513089130496,Tue Mar 31 17:55:45 +0000 2015,gameseries02,https://twitter.com/dkcel/status/582964511294038016/photo/1
582964511294038016,Tue Mar 31 17:55:45 +0000 2015,dkcel,https://twitter.com/dkcel/status/582964511294038016/photo/1
